load_zone,stage_id,timepoint,load_mw
CAISO,1,20231917,27170.54207
CAISO,1,20231918,27036.73356
CAISO,1,20231919,28714.44865
CAISO,1,20231920,29914.61598
CAISO,1,20231921,29731.83985
CAISO,1,20231922,28262.2545
CAISO,1,20231923,26102.34353
CAISO,1,20231924,24294.10793
CAISO,1,20232001,23920.37469
CAISO,1,20232002,23219.01518
CAISO,1,20232003,22880.53169
CAISO,1,20232004,23162.93388
CAISO,1,20232005,24508.19959
CAISO,1,20232006,25968.72038
CAISO,1,20232007,27843.39172
CAISO,1,20232008,28922.92498
CAISO,1,20232009,29541.21538
CAISO,1,20232010,30076.824
CAISO,1,20232011,30281.32304
CAISO,1,20232012,30270.46316
CAISO,1,20232013,30494.1197
CAISO,1,20232014,30450.11773
CAISO,1,20232015,30171.21456
CAISO,1,20232016,29527.47726
CAISO,1,20232017,29094.71382
CAISO,1,20232018,29073.03833
CAISO,1,20232019,29855.64004
CAISO,1,20232020,31549.13795
CAISO,1,20232021,31197.24767
CAISO,1,20232022,28967.81696
CAISO,1,20232023,26483.80677
CAISO,1,20232024,24939.41853
CAISO,1,20232101,26403.67925
CAISO,1,20232102,25443.55344
CAISO,1,20232103,24868.66617
CAISO,1,20232104,25095.69451
CAISO,1,20232105,26317.43392
CAISO,1,20232106,27525.5777
CAISO,1,20232107,29812.35833
CAISO,1,20232108,31931.21631
CAISO,1,20232109,34043.536
CAISO,1,20232110,36040.16257
CAISO,1,20232111,37558.72587
CAISO,1,20232112,38843.82724
CAISO,1,20232113,40407.1052
CAISO,1,20232114,41583.45787
CAISO,1,20232115,42339.61989
CAISO,1,20232116,42159.10622
CAISO,1,20232117,41301.45491
CAISO,1,20232118,39827.28052
CAISO,1,20232119,38256.49326
CAISO,1,20232120,38413.3666
CAISO,1,20232121,36996.59443
CAISO,1,20232122,33481.85128
CAISO,1,20232123,30274.7863
CAISO,1,20232124,28112.76656
CAISO,1,20232201,23002.83291
CAISO,1,20232202,22266.55688
CAISO,1,20232203,21947.74384
CAISO,1,20232204,22292.86458
CAISO,1,20232205,23418.29702
CAISO,1,20232206,24981.64404
CAISO,1,20232207,26489.25767
CAISO,1,20232208,27869.88156
CAISO,1,20232209,28905.61186
CAISO,1,20232210,29927.21578
CAISO,1,20232211,30419.68952
CAISO,1,20232212,30641.25795
CAISO,1,20232213,31149.08658
CAISO,1,20232214,31357.11216
CAISO,1,20232215,31256.65331
CAISO,1,20232216,30725.07367
CAISO,1,20232217,30007.80483
CAISO,1,20232218,29434.73568
CAISO,1,20232219,29209.29964
CAISO,1,20232220,30799.97528
CAISO,1,20232221,31075.05218
CAISO,1,20232222,29002.12879
CAISO,1,20232223,26744.24301
CAISO,1,20232224,25273.88561
CAISO,1,20232301,26559.38073
CAISO,1,20232302,25496.35093
CAISO,1,20232303,24640.24908
CAISO,1,20232304,24166.16598
CAISO,1,20232305,24089.63312
CAISO,1,20232306,23864.87493
CAISO,1,20232307,24457.08554
CAISO,1,20232308,25826.187
CAISO,1,20232309,27337.90813
CAISO,1,20232310,28900.35685
CAISO,1,20232311,30418.43426
CAISO,1,20232312,31870.3021
CAISO,1,20232313,33380.93339
CAISO,1,20232314,34679.73437
CAISO,1,20232315,35793.07488
CAISO,1,20232316,36147.19982
CAISO,1,20232317,35964.72405
CAISO,1,20232318,35443.08303
CAISO,1,20232319,34407.49748
CAISO,1,20232320,35190.03876
CAISO,1,20232321,34969.44672
CAISO,1,20232322,32776.92472
CAISO,1,20232323,30073.99934
CAISO,1,20232324,27834.27036
CAISO,1,20232401,23151.82731
CAISO,1,20232402,22415.1379
CAISO,1,20232403,21980.02775
CAISO,1,20232404,22196.38502
CAISO,1,20232405,23582.86937
CAISO,1,20232406,25798.26678
CAISO,1,20232407,27381.65498
CAISO,1,20232408,27897.04346
CAISO,1,20232409,28871.67926
CAISO,1,20232410,29958.91375
CAISO,1,20232411,30773.74684
CAISO,1,20232412,31595.66595
CAISO,1,20232413,32598.9172
CAISO,1,20232414,33269.19852
CAISO,1,20232415,33478.309
CAISO,1,20232416,33014.50061
CAISO,1,20232417,32226.56379
CAISO,1,20232418,33465.37625
CAISO,1,20232419,33544.05518
CAISO,1,20232420,32554.9419
CAISO,1,20232421,31147.47879
CAISO,1,20232422,28703.00618
CAISO,1,20232423,26176.9186
CAISO,1,20232424,24139.82562
CAISO,1,20232501,23539.35378
CAISO,1,20232502,22760.17372
CAISO,1,20232503,22087.13036
CAISO,1,20232504,21841.23086
CAISO,1,20232505,22312.61682
CAISO,1,20232506,24003.09406
CAISO,1,20232507,25801.22913
CAISO,1,20232508,27003.36818
CAISO,1,20232509,27661.67279
CAISO,1,20232510,28228.61286
CAISO,1,20232511,28452.65843
CAISO,1,20232512,28560.84167
CAISO,1,20232513,28613.60649
CAISO,1,20232514,28716.88835
CAISO,1,20232515,28632.46213
CAISO,1,20232516,28285.93413
CAISO,1,20232517,28372.94954
CAISO,1,20232518,31092.85443
CAISO,1,20232519,31580.29294
CAISO,1,20232520,30982.80689
CAISO,1,20232521,30190.45632
CAISO,1,20232522,29241.32728
CAISO,1,20232523,27220.76898
CAISO,1,20232524,25411.38837
CAISO,1,20232601,25545.48024
CAISO,1,20232602,24205.17985
CAISO,1,20232603,23477.19868
CAISO,1,20232604,22879.47387
CAISO,1,20232605,22808.37723
CAISO,1,20232606,23312.05954
CAISO,1,20232607,23940.82882
CAISO,1,20232608,24517.3001
CAISO,1,20232609,25695.28422
CAISO,1,20232610,26349.07459
CAISO,1,20232611,26371.05759
CAISO,1,20232612,26056.76373
CAISO,1,20232613,25585.53792
CAISO,1,20232614,25039.57419
CAISO,1,20232615,24699.03175
CAISO,1,20232616,24723.0095
CAISO,1,20232617,25757.62058
CAISO,1,20232618,30097.64605
CAISO,1,20232619,30832.85387
CAISO,1,20232620,30500.47397
CAISO,1,20232621,30354.47575
CAISO,1,20232622,30331.58765
CAISO,1,20232623,28796.12555
CAISO,1,20232624,26838.22249
CAISO,1,20232701,25090.8241
CAISO,1,20232702,23955.6984
CAISO,1,20232703,23248.06219
CAISO,1,20232704,23001.99319
CAISO,1,20232705,23440.63927
CAISO,1,20232706,25028.51169
CAISO,1,20232707,27531.516
CAISO,1,20232708,29228.19905
CAISO,1,20232709,29656.47024
CAISO,1,20232710,29685.45879
CAISO,1,20232711,29717.58754
CAISO,1,20232712,29362.45558
CAISO,1,20232713,29080.7654
CAISO,1,20232714,28907.20773
CAISO,1,20232715,28657.49595
CAISO,1,20232716,28247.25993
CAISO,1,20232717,28610.73491
CAISO,1,20232718,31940.5207
CAISO,1,20232719,32907.21746
CAISO,1,20232720,32390.44992
CAISO,1,20232721,31801.47743
CAISO,1,20232722,31166.44339
CAISO,1,20232723,28537.5948
CAISO,1,20232724,26370.85251
CAISO,1,20232801,23683.59597
CAISO,1,20232802,22639.56725
CAISO,1,20232803,21926.06571
CAISO,1,20232804,21609.81922
CAISO,1,20232805,21986.45307
CAISO,1,20232806,23542.69427
CAISO,1,20232807,26088.47858
CAISO,1,20232808,27826.97488
CAISO,1,20232809,28520.01934
CAISO,1,20232810,29131.25396
CAISO,1,20232811,29610.38259
CAISO,1,20232812,29810.44989
CAISO,1,20232813,29816.74444
CAISO,1,20232814,29859.91952
CAISO,1,20232815,29728.27344
CAISO,1,20232816,29364.50247
CAISO,1,20232817,29261.1923
CAISO,1,20232818,31449.07775
CAISO,1,20232819,32231.87773
CAISO,1,20232820,31490.00636
CAISO,1,20232821,30649.98514
CAISO,1,20232822,29949.3118
CAISO,1,20232823,27361.34405
CAISO,1,20232824,25257.25195
CAISO,1,20232901,22724.97781
CAISO,1,20232902,22014.80235
CAISO,1,20232903,21627.2853
CAISO,1,20232904,21960.27378
CAISO,1,20232905,23413.3228
CAISO,1,20232906,25952.52366
CAISO,1,20232907,27303.04462
CAISO,1,20232908,27979.71668
CAISO,1,20232909,28431.4832
CAISO,1,20232910,28785.69436
CAISO,1,20232911,28986.21933
CAISO,1,20232912,28908.61079
CAISO,1,20232913,29048.32941
CAISO,1,20232914,29015.49892
CAISO,1,20232915,28730.7042
CAISO,1,20232916,28273.97728
CAISO,1,20232917,27868.34128
CAISO,1,20232918,27823.48341
CAISO,1,20232919,29759.34935
CAISO,1,20232920,30559.59223
CAISO,1,20232921,29743.73381
CAISO,1,20232922,27768.24494
CAISO,1,20232923,25469.11214
CAISO,1,20232924,23863.2073
CAISO,1,20233001,23410.93013
CAISO,1,20233002,22625.74096
CAISO,1,20233003,22154.00804
CAISO,1,20233004,22057.43457
CAISO,1,20233005,22506.37184
CAISO,1,20233006,22957.66954
CAISO,1,20233007,23083.07127
CAISO,1,20233008,24105.27779
CAISO,1,20233009,24679.96943
CAISO,1,20233010,24988.18285
CAISO,1,20233011,24992.53479
CAISO,1,20233012,24861.84847
CAISO,1,20233013,24673.3745
CAISO,1,20233014,24497.52414
CAISO,1,20233015,24211.79925
CAISO,1,20233016,23907.46412
CAISO,1,20233017,24080.20065
CAISO,1,20233018,24548.86018
CAISO,1,20233019,26438.25156
CAISO,1,20233020,27888.6083
CAISO,1,20233021,27948.95087
CAISO,1,20233022,26801.28667
CAISO,1,20233023,25087.40561
CAISO,1,20233024,23538.70958
CAISO,1,20233101,23083.74853
CAISO,1,20233102,22365.73183
CAISO,1,20233103,21813.25884
CAISO,1,20233104,22083.35966
CAISO,1,20233105,23487.40065
CAISO,1,20233106,25400.51633
CAISO,1,20233107,26703.8225
CAISO,1,20233108,27630.58396
CAISO,1,20233109,28138.55916
CAISO,1,20233110,28625.83854
CAISO,1,20233111,28939.4195
CAISO,1,20233112,28894.12114
CAISO,1,20233113,28951.06301
CAISO,1,20233114,29056.30699
CAISO,1,20233115,28461.40833
CAISO,1,20233116,27908.66747
CAISO,1,20233117,27459.53085
CAISO,1,20233118,27094.37645
CAISO,1,20233119,28044.24085
CAISO,1,20233120,29642.39558
CAISO,1,20233121,29371.43687
CAISO,1,20233122,27524.74964
CAISO,1,20233123,25509.4605
CAISO,1,20233124,23862.94801
CAISO,1,20233201,23422.65865
CAISO,1,20233202,22849.47722
CAISO,1,20233203,22448.8282
CAISO,1,20233204,22441.37838
CAISO,1,20233205,23656.05783
CAISO,1,20233206,25462.00798
CAISO,1,20233207,26897.68509
CAISO,1,20233208,27814.45208
CAISO,1,20233209,28432.15804
CAISO,1,20233210,28952.95088
CAISO,1,20233211,29099.8825
CAISO,1,20233212,28995.91184
CAISO,1,20233213,29056.32355
CAISO,1,20233214,28837.57587
CAISO,1,20233215,28255.53866
CAISO,1,20233216,27522.1398
CAISO,1,20233217,26988.03445
CAISO,1,20233218,26758.13427
CAISO,1,20233219,27786.52611
CAISO,1,20233220,29548.127
CAISO,1,20233221,29345.71843
CAISO,1,20233222,27828.97185
CAISO,1,20233223,25769.22994
CAISO,1,20233224,24064.80487
CAISO,1,20233301,22916.4323
CAISO,1,20233302,22087.29722
CAISO,1,20233303,21797.47242
CAISO,1,20233304,21603.39764
CAISO,1,20233305,21756.80698
CAISO,1,20233306,21714.91143
CAISO,1,20233307,22097.51734
CAISO,1,20233308,23273.70561
CAISO,1,20233309,24202.78828
CAISO,1,20233310,24740.09229
CAISO,1,20233311,24852.59592
CAISO,1,20233312,24933.68904
CAISO,1,20233313,24778.32394
CAISO,1,20233314,24603.28049
CAISO,1,20233315,24276.20403
CAISO,1,20233316,23905.6901
CAISO,1,20233317,24005.72251
CAISO,1,20233318,24343.42915
CAISO,1,20233319,25525.22177
CAISO,1,20233320,27639.82482
CAISO,1,20233321,27796.26698
CAISO,1,20233322,26424.03373
CAISO,1,20233323,24732.88139
CAISO,1,20233324,23319.50395
CAISO,1,20233401,22916.4323
CAISO,1,20233402,22087.29722
CAISO,1,20233403,21797.47242
CAISO,1,20233404,21603.39764
CAISO,1,20233405,21756.80698
CAISO,1,20233406,21714.91143
CAISO,1,20233407,22097.51734
CAISO,1,20233408,23273.70561
CAISO,1,20233409,24202.78828
CAISO,1,20233410,24740.09229
CAISO,1,20233411,24852.59592
CAISO,1,20233412,24933.68904
CAISO,1,20233413,24778.32394
CAISO,1,20233414,24603.28049
CAISO,1,20233415,24276.20403
CAISO,1,20233416,23905.6901
CAISO,1,20233417,24005.72251
CAISO,1,20233418,24343.42915
CAISO,1,20233419,25525.22177
CAISO,1,20233420,27639.82482
CAISO,1,20233421,27796.26698
CAISO,1,20233422,26424.03373
CAISO,1,20233423,24732.88139
CAISO,1,20233424,23319.50395
CAISO,1,20233501,25958.34194
CAISO,1,20233502,24871.45525
CAISO,1,20233503,24301.3675
CAISO,1,20233504,24407.27169
CAISO,1,20233505,25323.14627
CAISO,1,20233506,26827.69786
CAISO,1,20233507,28926.78706
CAISO,1,20233508,30650.83859
CAISO,1,20233509,31590.70217
CAISO,1,20233510,32724.39559
CAISO,1,20233511,33566.92086
CAISO,1,20233512,34465.75352
CAISO,1,20233513,35603.32736
CAISO,1,20233514,36506.60057
CAISO,1,20233515,36894.3207
CAISO,1,20233516,36585.70395
CAISO,1,20233517,35830.56865
CAISO,1,20233518,35213.78299
CAISO,1,20233519,34699.0748
CAISO,1,20233520,35173.81243
CAISO,1,20233521,35206.02403
CAISO,1,20233522,32579.18206
CAISO,1,20233523,29652.2701
CAISO,1,20233524,27343.93777
CAISO,1,20233601,25862.28091
CAISO,1,20233602,24883.27175
CAISO,1,20233603,24593.33618
CAISO,1,20233604,24600.83871
CAISO,1,20233605,25861.31024
CAISO,1,20233606,27585.35442
CAISO,1,20233607,29221.56593
CAISO,1,20233608,30897.8899
CAISO,1,20233609,32289.74868
CAISO,1,20233610,33736.8393
CAISO,1,20233611,34917.27324
CAISO,1,20233612,35834.49797
CAISO,1,20233613,36663.59559
CAISO,1,20233614,37605.1612
CAISO,1,20233615,38228.96344
CAISO,1,20233616,38132.37444
CAISO,1,20233617,37380.53278
CAISO,1,20233618,36141.74677
CAISO,1,20233619,35168.08628
CAISO,1,20233620,36256.93978
CAISO,1,20233621,35572.90549
CAISO,1,20233622,33025.92855
CAISO,1,20233623,30374.79236
CAISO,1,20233624,28335.49118
CAISO,1,20233701,22770.48551
CAISO,1,20233702,22091.71911
CAISO,1,20233703,21852.79681
CAISO,1,20233704,22160.05224
CAISO,1,20233705,23589.27035
CAISO,1,20233706,26247.8257
CAISO,1,20233707,27378.36072
CAISO,1,20233708,28098.22614
CAISO,1,20233709,28707.44004
CAISO,1,20233710,28900.59469
CAISO,1,20233711,29219.16356
CAISO,1,20233712,29386.11103
CAISO,1,20233713,29742.34491
CAISO,1,20233714,29826.86087
CAISO,1,20233715,29559.14657
CAISO,1,20233716,28938.8652
CAISO,1,20233717,28578.30497
CAISO,1,20233718,29551.78509
CAISO,1,20233719,31318.00474
CAISO,1,20233720,30905.58709
CAISO,1,20233721,29955.1053
CAISO,1,20233722,27640.95785
CAISO,1,20233723,25497.7317
CAISO,1,20233724,23745.95243
CAISO,1,20240101,24423.96692
CAISO,1,20240102,22978.71427
CAISO,1,20240103,21884.02539
CAISO,1,20240104,21168.69703
CAISO,1,20240105,20919.35714
CAISO,1,20240106,21063.46581
CAISO,1,20240107,21344.70504
CAISO,1,20240108,21186.21062
CAISO,1,20240109,21788.97152
CAISO,1,20240110,22474.44474
CAISO,1,20240111,22968.49427
CAISO,1,20240112,23153.91214
CAISO,1,20240113,23189.9228
CAISO,1,20240114,23018.03378
CAISO,1,20240115,22842.70157
CAISO,1,20240116,22738.11368
CAISO,1,20240117,23469.0905
CAISO,1,20240118,27823.92595
CAISO,1,20240119,28839.34591
CAISO,1,20240120,28492.54378
CAISO,1,20240121,28145.72288
CAISO,1,20240122,28071.35388
CAISO,1,20240123,26172.4777
CAISO,1,20240124,23947.30732
CAISO,1,20240201,22427.4924
CAISO,1,20240202,21470.57828
CAISO,1,20240203,20918.12843
CAISO,1,20240204,20648.0182
CAISO,1,20240205,21092.91675
CAISO,1,20240206,22691.26091
CAISO,1,20240207,25070.3076
CAISO,1,20240208,26319.69424
CAISO,1,20240209,27369.82929
CAISO,1,20240210,27980.91982
CAISO,1,20240211,28506.23163
CAISO,1,20240212,28509.46581
CAISO,1,20240213,28279.20801
CAISO,1,20240214,28097.6169
CAISO,1,20240215,28050.56787
CAISO,1,20240216,27693.72565
CAISO,1,20240217,27743.40015
CAISO,1,20240218,31503.17408
CAISO,1,20240219,32169.3188
CAISO,1,20240220,31555.17019
CAISO,1,20240221,30828.88977
CAISO,1,20240222,30275.88433
CAISO,1,20240223,28018.03082
CAISO,1,20240224,25641.93904
CAISO,1,20240301,22827.54445
CAISO,1,20240302,21861.48729
CAISO,1,20240303,21272.26198
CAISO,1,20240304,21056.62424
CAISO,1,20240305,21612.73872
CAISO,1,20240306,23174.89363
CAISO,1,20240307,25605.39967
CAISO,1,20240308,26988.91612
CAISO,1,20240309,28096.86529
CAISO,1,20240310,28758.79915
CAISO,1,20240311,28916.11022
CAISO,1,20240312,28822.65863
CAISO,1,20240313,28659.66593
CAISO,1,20240314,28578.74013
CAISO,1,20240315,28229.65555
CAISO,1,20240316,27939.20114
CAISO,1,20240317,27955.50287
CAISO,1,20240318,30139.59946
CAISO,1,20240319,32328.80122
CAISO,1,20240320,31936.71632
CAISO,1,20240321,31318.9128
CAISO,1,20240322,30763.84191
CAISO,1,20240323,28338.81045
CAISO,1,20240324,25741.01801
CAISO,1,20240401,23822.5362
CAISO,1,20240402,22721.83871
CAISO,1,20240403,22131.27648
CAISO,1,20240404,21703.80703
CAISO,1,20240405,22060.14903
CAISO,1,20240406,23785.81505
CAISO,1,20240407,26106.15158
CAISO,1,20240408,27557.73041
CAISO,1,20240409,28268.50067
CAISO,1,20240410,28973.86224
CAISO,1,20240411,29892.10542
CAISO,1,20240412,30497.69029
CAISO,1,20240413,30604.52647
CAISO,1,20240414,31102.92385
CAISO,1,20240415,31036.92316
CAISO,1,20240416,30201.74101
CAISO,1,20240417,29734.477
CAISO,1,20240418,30054.62351
CAISO,1,20240419,32549.96341
CAISO,1,20240420,32668.9063
CAISO,1,20240421,32373.22825
CAISO,1,20240422,30617.26086
CAISO,1,20240423,28158.01
CAISO,1,20240424,25632.3864
CAISO,1,20240501,23184.35428
CAISO,1,20240502,22436.16606
CAISO,1,20240503,22053.65976
CAISO,1,20240504,22189.98954
CAISO,1,20240505,23720.28443
CAISO,1,20240506,26818.25718
CAISO,1,20240507,28722.48185
CAISO,1,20240508,29227.5679
CAISO,1,20240509,29797.11885
CAISO,1,20240510,30273.9423
CAISO,1,20240511,30313.60733
CAISO,1,20240512,30219.56371
CAISO,1,20240513,30107.56386
CAISO,1,20240514,29792.06369
CAISO,1,20240515,29411.28408
CAISO,1,20240516,28979.27767
CAISO,1,20240517,28867.75696
CAISO,1,20240518,29350.68298
CAISO,1,20240519,31174.42265
CAISO,1,20240520,31628.62665
CAISO,1,20240521,30627.93007
CAISO,1,20240522,28509.75132
CAISO,1,20240523,25889.87696
CAISO,1,20240524,24225.58335
CAISO,1,20240601,22088.38171
CAISO,1,20240602,21466.62497
CAISO,1,20240603,21190.74334
CAISO,1,20240604,21611.78121
CAISO,1,20240605,23049.80186
CAISO,1,20240606,25749.70504
CAISO,1,20240607,27393.1633
CAISO,1,20240608,28499.44884
CAISO,1,20240609,29173.28763
CAISO,1,20240610,29866.56083
CAISO,1,20240611,30125.30146
CAISO,1,20240612,30381.61406
CAISO,1,20240613,30671.41817
CAISO,1,20240614,30712.59133
CAISO,1,20240615,30466.48656
CAISO,1,20240616,29597.03426
CAISO,1,20240617,29068.06436
CAISO,1,20240618,28923.84919
CAISO,1,20240619,30741.56056
CAISO,1,20240620,31766.63976
CAISO,1,20240621,31266.63651
CAISO,1,20240622,28890.42047
CAISO,1,20240623,26306.07142
CAISO,1,20240624,24474.7586
CAISO,1,20240701,22964.80384
CAISO,1,20240702,21796.49603
CAISO,1,20240703,21142.23289
CAISO,1,20240704,21052.29402
CAISO,1,20240705,21161.12834
CAISO,1,20240706,21944.32975
CAISO,1,20240707,22145.41063
CAISO,1,20240708,23263.55427
CAISO,1,20240709,23607.522
CAISO,1,20240710,23946.12992
CAISO,1,20240711,24097.06954
CAISO,1,20240712,23914.63207
CAISO,1,20240713,23913.37349
CAISO,1,20240714,23716.30643
CAISO,1,20240715,23429.23729
CAISO,1,20240716,23019.01724
CAISO,1,20240717,23234.95225
CAISO,1,20240718,23765.57134
CAISO,1,20240719,25991.8485
CAISO,1,20240720,27904.12993
CAISO,1,20240721,28159.81169
CAISO,1,20240722,26546.82673
CAISO,1,20240723,24713.85065
CAISO,1,20240724,23111.07595
CAISO,1,20240801,22904.43528
CAISO,1,20240802,21993.77186
CAISO,1,20240803,21568.04684
CAISO,1,20240804,21454.39175
CAISO,1,20240805,21583.70826
CAISO,1,20240806,21694.23143
CAISO,1,20240807,21903.93639
CAISO,1,20240808,22746.10947
CAISO,1,20240809,23451.21055
CAISO,1,20240810,24072.25709
CAISO,1,20240811,24681.35096
CAISO,1,20240812,24656.30295
CAISO,1,20240813,24706.78885
CAISO,1,20240814,24437.49512
CAISO,1,20240815,24251.75892
CAISO,1,20240816,24202.67222
CAISO,1,20240817,24659.00346
CAISO,1,20240818,25234.89897
CAISO,1,20240819,26944.80934
CAISO,1,20240820,29229.00422
CAISO,1,20240821,29168.82905
CAISO,1,20240822,27314.36985
CAISO,1,20240823,24868.00608
CAISO,1,20240824,23347.16014
CAISO,1,20240901,23376.15822
CAISO,1,20240902,22403.45721
CAISO,1,20240903,22125.44686
CAISO,1,20240904,21928.41603
CAISO,1,20240905,22035.13384
CAISO,1,20240906,22267.23869
CAISO,1,20240907,23225.59805
CAISO,1,20240908,24543.78997
CAISO,1,20240909,25346.82329
CAISO,1,20240910,26085.38327
CAISO,1,20240911,26303.9455
CAISO,1,20240912,26335.44473
CAISO,1,20240913,26141.35214
CAISO,1,20240914,25785.78432
CAISO,1,20240915,25521.77088
CAISO,1,20240916,25078.15191
CAISO,1,20240917,25104.05574
CAISO,1,20240918,25562.4475
CAISO,1,20240919,26084.66127
CAISO,1,20240920,28191.46385
CAISO,1,20240921,28815.66725
CAISO,1,20240922,27617.64661
CAISO,1,20240923,25593.37925
CAISO,1,20240924,23662.52013
CAISO,1,20241001,23289.91742
CAISO,1,20241002,22587.79692
CAISO,1,20241003,22260.19811
CAISO,1,20241004,22611.87436
CAISO,1,20241005,24126.47324
CAISO,1,20241006,26068.30195
CAISO,1,20241007,28415.13819
CAISO,1,20241008,29769.98244
CAISO,1,20241009,30637.69637
CAISO,1,20241010,31574.61019
CAISO,1,20241011,32173.70995
CAISO,1,20241012,32627.7891
CAISO,1,20241013,33306.88461
CAISO,1,20241014,33766.29234
CAISO,1,20241015,33983.07136
CAISO,1,20241016,33601.97698
CAISO,1,20241017,33043.59939
CAISO,1,20241018,32476.80363
CAISO,1,20241019,31937.17756
CAISO,1,20241020,33757.22948
CAISO,1,20241021,33617.12379
CAISO,1,20241022,30791.30805
CAISO,1,20241023,27906.78871
CAISO,1,20241024,25706.42709
CAISO,1,20241101,24794.65876
CAISO,1,20241102,23830.34289
CAISO,1,20241103,23185.86452
CAISO,1,20241104,22838.56762
CAISO,1,20241105,22991.46777
CAISO,1,20241106,22625.69451
CAISO,1,20241107,23493.97481
CAISO,1,20241108,24883.98721
CAISO,1,20241109,26102.31294
CAISO,1,20241110,26963.66203
CAISO,1,20241111,27521.99437
CAISO,1,20241112,27778.40069
CAISO,1,20241113,28078.46604
CAISO,1,20241114,28358.34002
CAISO,1,20241115,28459.69928
CAISO,1,20241116,28214.82954
CAISO,1,20241117,27995.59943
CAISO,1,20241118,27908.26751
CAISO,1,20241119,27956.51857
CAISO,1,20241120,29818.77724
CAISO,1,20241121,30807.33921
CAISO,1,20241122,29410.0274
CAISO,1,20241123,27199.3842
CAISO,1,20241124,25383.44235
CAISO,1,20241201,27223.41529
CAISO,1,20241202,25629.54158
CAISO,1,20241203,24510.73881
CAISO,1,20241204,24098.76131
CAISO,1,20241205,24229.02325
CAISO,1,20241206,23946.25676
CAISO,1,20241207,24907.24592
CAISO,1,20241208,26813.62511
CAISO,1,20241209,28486.87106
CAISO,1,20241210,29733.06972
CAISO,1,20241211,30849.81124
CAISO,1,20241212,31686.18693
CAISO,1,20241213,32108.06742
CAISO,1,20241214,32800.81923
CAISO,1,20241215,32852.59003
CAISO,1,20241216,32596.94019
CAISO,1,20241217,31987.47046
CAISO,1,20241218,31493.72877
CAISO,1,20241219,30696.81999
CAISO,1,20241220,31706.37275
CAISO,1,20241221,32856.63622
CAISO,1,20241222,30747.83781
CAISO,1,20241223,28799.15104
CAISO,1,20241224,26404.31782
CAISO,1,20241301,26968.02422
CAISO,1,20241302,25961.74479
CAISO,1,20241303,25326.55722
CAISO,1,20241304,25316.34007
CAISO,1,20241305,26554.04549
CAISO,1,20241306,28149.25002
CAISO,1,20241307,30096.9304
CAISO,1,20241308,31791.02284
CAISO,1,20241309,33037.45517
CAISO,1,20241310,34861.57791
CAISO,1,20241311,36033.79726
CAISO,1,20241312,36667.8067
CAISO,1,20241313,37733.00275
CAISO,1,20241314,38390.25216
CAISO,1,20241315,38715.60638
CAISO,1,20241316,38555.31109
CAISO,1,20241317,37986.79717
CAISO,1,20241318,36795.32639
CAISO,1,20241319,35669.33851
CAISO,1,20241320,36517.11596
CAISO,1,20241321,36856.8684
CAISO,1,20241322,34142.9146
CAISO,1,20241323,31227.16132
CAISO,1,20241324,28906.25186
CAISO,1,20241401,26337.05592
CAISO,1,20241402,25311.28011
CAISO,1,20241403,24724.61952
CAISO,1,20241404,24911.75218
CAISO,1,20241405,26282.23448
CAISO,1,20241406,27764.76315
CAISO,1,20241407,29320.57651
CAISO,1,20241408,30907.9251
CAISO,1,20241409,32280.53404
CAISO,1,20241410,33526.84581
CAISO,1,20241411,34368.90455
CAISO,1,20241412,34560.87195
CAISO,1,20241413,35293.45121
CAISO,1,20241414,35832.857
CAISO,1,20241415,36108.06877
CAISO,1,20241416,35573.63527
CAISO,1,20241417,34838.008
CAISO,1,20241418,33982.5018
CAISO,1,20241419,33417.27664
CAISO,1,20241420,35038.11173
CAISO,1,20241421,35125.02
CAISO,1,20241422,32863.71085
CAISO,1,20241423,29998.70662
CAISO,1,20241424,27751.94204
CAISO,1,20241501,30431.38619
CAISO,1,20241502,28676.85836
CAISO,1,20241503,27487.63574
CAISO,1,20241504,26804.9192
CAISO,1,20241505,26644.06282
CAISO,1,20241506,26373.75624
CAISO,1,20241507,27071.25872
CAISO,1,20241508,29729.94176
CAISO,1,20241509,32628.28212
CAISO,1,20241510,35783.71273
CAISO,1,20241511,38702.19753
CAISO,1,20241512,41104.29798
CAISO,1,20241513,42930.07836
CAISO,1,20241514,44280.80069
CAISO,1,20241515,44774.6027
CAISO,1,20241516,44529.62442
CAISO,1,20241517,43953.78556
CAISO,1,20241518,42982.91603
CAISO,1,20241519,42312.43161
CAISO,1,20241520,42429.39652
CAISO,1,20241521,41165.99356
CAISO,1,20241522,38234.88135
CAISO,1,20241523,35087.05678
CAISO,1,20241524,32022.2714
CAISO,1,20241601,24437.6506
CAISO,1,20241602,23569.24698
CAISO,1,20241603,23060.24867
CAISO,1,20241604,23322.9469
CAISO,1,20241605,24743.53119
CAISO,1,20241606,27447.4542
CAISO,1,20241607,28653.7774
CAISO,1,20241608,29862.53699
CAISO,1,20241609,31179.43669
CAISO,1,20241610,32490.39218
CAISO,1,20241611,33391.92027
CAISO,1,20241612,34015.30422
CAISO,1,20241613,35149.00218
CAISO,1,20241614,35686.90497
CAISO,1,20241615,35574.86537
CAISO,1,20241616,35094.8809
CAISO,1,20241617,33916.43445
CAISO,1,20241618,33009.16752
CAISO,1,20241619,34667.1847
CAISO,1,20241620,34676.3486
CAISO,1,20241621,33756.83083
CAISO,1,20241622,30859.13693
CAISO,1,20241623,28183.48075
